index,Supplement,Oil_retention,Water_retention,Bulk_density,Tapped_density,L,a,b,C,h,Curcumin_binding_capacity,Particle_size,Specific_surface_area,Biscuit_hardness,Custard_viscosity,Custard_firmness,Custard_stickiness,Cellulose,Hemicellulose,Dextrine,Pectin,Lignin,Fructans,Insoluble_fibre,Soluble_fibre,Protein,Carbs,Fat,Water,Ash,type,bioaccessibility
59,Vitacel WF200,6.3,8.2317,0.119266667,0.23255814,89.27,5.353333333,16.15666667,17.06666667,71.67,220,104.9256667,0.130333333,3027.5,17963,249.1666667,-134.5,0.042169811,0.013584906,0,0,0,0,0.055754717,0,0.06909434,0.481509434,0.094264151,0.298226415,0.016603774,1,52.9851825
60,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,46.3709786
61,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,46.87925616
62,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,48.85630485
63,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,44.65299694
64,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,41.17670738
65,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,43.25826191
67,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,40.66465351
68,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0.000849057,0,0,0,0,0,0.0009,0,0.07164,0.51,0.09912,0.28412,0.0056,1,46.09279655
69,Inulin (Orafti®GR),2.2,0,0.603013333,0.64516129,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,0,120.6485,0.1495,1802,5383,68.16666667,-33.33333333,0,0,0.0003375,0,0,0.050625,0,0.0509625,0.036,0.20825,0.039875,0.645625,0.002,2,34.09380726
70,Inulin (Orafti®GR),2.2,0,0.603013333,0.64516129,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,0,120.6485,0.1495,1802,5383,68.16666667,-33.33333333,0,0,0.0003375,0,0,0.050625,0,0.0509625,0.036,0.20825,0.039875,0.645625,0.002,2,29.22066875
71,Inulin (Orafti®GR),2.2,0,0.603013333,0.64516129,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,0,120.6485,0.1495,1802,5383,68.16666667,-33.33333333,0,0,0.0003375,0,0,0.050625,0,0.0509625,0.036,0.20825,0.039875,0.645625,0.002,2,28.32672905
72,Inulin (Orafti®GR),2.2,0,0.603013333,0.64516129,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,0,120.6485,0.1495,1802,5383,68.16666667,-33.33333333,0,0,0.0003375,0,0,0.050625,0,0.0509625,0.036,0.20825,0.039875,0.645625,0.002,2,32.77212723
73,Inulin (Orafti®GR),2.2,0,0.603013333,0.64516129,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,0,120.6485,0.1495,1802,5383,68.16666667,-33.33333333,0,0,0.0003375,0,0,0.050625,0,0.0509625,0.036,0.20825,0.039875,0.645625,0.002,2,32.98683858
74,Inulin (Orafti®GR),2.2,0,0.603013333,0.64516129,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,0,120.6485,0.1495,1802,5383,68.16666667,-33.33333333,0,0,0.0003375,0,0,0.050625,0,0.0509625,0.036,0.20825,0.039875,0.645625,0.002,2,29.2815967
75,Microcrystalline cellulose,3,2.2264,0.368313333,0.465116279,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260,91.461,0.1435,2362,13659,165.6666667,-90,0.05625,0,0.0003375,0,0,0,0.05625,0.0003375,0.036,0.19575,0.039875,0.641875,0.00175,2,29.31145168
76,Microcrystalline cellulose,3,2.2264,0.368313333,0.465116279,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260,91.461,0.1435,2362,13659,165.6666667,-90,0.05625,0,0.0003375,0,0,0,0.05625,0.0003375,0.036,0.19575,0.039875,0.641875,0.00175,2,25.75305344
77,Microcrystalline cellulose,3,2.2264,0.368313333,0.465116279,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260,91.461,0.1435,2362,13659,165.6666667,-90,0.05625,0,0.0003375,0,0,0,0.05625,0.0003375,0.036,0.19575,0.039875,0.641875,0.00175,2,23.75585583
78,Microcrystalline cellulose,3,2.2264,0.368313333,0.465116279,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260,91.461,0.1435,2362,13659,165.6666667,-90,0.05625,0,0.0003375,0,0,0,0.05625,0.0003375,0.036,0.19575,0.039875,0.641875,0.00175,2,27.57457894
79,Microcrystalline cellulose,3,2.2264,0.368313333,0.465116279,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260,91.461,0.1435,2362,13659,165.6666667,-90,0.05625,0,0.0003375,0,0,0,0.05625,0.0003375,0.036,0.19575,0.039875,0.641875,0.00175,2,23.33304563
80,Microcrystalline cellulose,3,2.2264,0.368313333,0.465116279,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260,91.461,0.1435,2362,13659,165.6666667,-90,0.05625,0,0.0003375,0,0,0,0.05625,0.0003375,0.036,0.19575,0.039875,0.641875,0.00175,2,24.65726143
81,FST 00224 ApplePRO 60+,2.3,5.0975,0.411453333,0.689655172,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320,64.59866667,0.409,1229,25000,296.8333333,-137.5,0.0151875,0.009,0.0003375,0.003375,0.005625,0,0.02925,0.0048375,0.04325,0.23025,0.043875,0.651875,0.004,2,31.46258779
82,FST 00224 ApplePRO 60+,2.3,5.0975,0.411453333,0.689655172,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320,64.59866667,0.409,1229,25000,296.8333333,-137.5,0.0151875,0.009,0.0003375,0.003375,0.005625,0,0.02925,0.0048375,0.04325,0.23025,0.043875,0.651875,0.004,2,31.63898194
83,FST 00224 ApplePRO 60+,2.3,5.0975,0.411453333,0.689655172,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320,64.59866667,0.409,1229,25000,296.8333333,-137.5,0.0151875,0.009,0.0003375,0.003375,0.005625,0,0.02925,0.0048375,0.04325,0.23025,0.043875,0.651875,0.004,2,33.2599401
84,FST 00224 ApplePRO 60+,2.3,5.0975,0.411453333,0.689655172,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320,64.59866667,0.409,1229,25000,296.8333333,-137.5,0.0151875,0.009,0.0003375,0.003375,0.005625,0,0.02925,0.0048375,0.04325,0.23025,0.043875,0.651875,0.004,2,34.71836262
85,FST 00224 ApplePRO 60+,2.3,5.0975,0.411453333,0.689655172,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320,64.59866667,0.409,1229,25000,296.8333333,-137.5,0.0151875,0.009,0.0003375,0.003375,0.005625,0,0.02925,0.0048375,0.04325,0.23025,0.043875,0.651875,0.004,2,31.78007276
86,FST 00224 ApplePRO 60+,2.3,5.0975,0.411453333,0.689655172,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320,64.59866667,0.409,1229,25000,296.8333333,-137.5,0.0151875,0.009,0.0003375,0.003375,0.005625,0,0.02925,0.0048375,0.04325,0.23025,0.043875,0.651875,0.004,2,29.71996328
87,FST 00007 KaroPRO 1-26,4.3,8.659933333,0.17038,0.229007634,84.51333333,8.52,23.55333333,25.04666667,70.11,100,254.6355,0.0428,2075,25000,317.8333333,-165.5,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,31.15006295
88,FST 00007 KaroPRO 1-26,4.3,8.659933333,0.17038,0.229007634,84.51333333,8.52,23.55333333,25.04666667,70.11,100,254.6355,0.0428,2075,25000,317.8333333,-165.5,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,28.03336312
89,FST 00007 KaroPRO 1-26,4.3,8.659933333,0.17038,0.229007634,84.51333333,8.52,23.55333333,25.04666667,70.11,100,254.6355,0.0428,2075,25000,317.8333333,-165.5,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,27.75268068
90,FST 00007 KaroPRO 1-26,4.3,8.659933333,0.17038,0.229007634,84.51333333,8.52,23.55333333,25.04666667,70.11,100,254.6355,0.0428,2075,25000,317.8333333,-165.5,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,32.87662445
91,FST 00007 KaroPRO 1-26,4.3,8.659933333,0.17038,0.229007634,84.51333333,8.52,23.55333333,25.04666667,70.11,100,254.6355,0.0428,2075,25000,317.8333333,-165.5,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,33.76324197
92,FST 00007 KaroPRO 1-26,4.3,8.659933333,0.17038,0.229007634,84.51333333,8.52,23.55333333,25.04666667,70.11,100,254.6355,0.0428,2075,25000,317.8333333,-165.5,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,36.49040503
93,FST 00018 KaroPRO SG,3,6.110233333,0.329193333,0.540540541,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100,37.0895,0.2805,2157,15381,212.5,-114.1666667,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,30.78004338
94,FST 00018 KaroPRO SG,3,6.110233333,0.329193333,0.540540541,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100,37.0895,0.2805,2157,15381,212.5,-114.1666667,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,28.23399625
95,FST 00018 KaroPRO SG,3,6.110233333,0.329193333,0.540540541,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100,37.0895,0.2805,2157,15381,212.5,-114.1666667,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,31.62140651
96,FST 00018 KaroPRO SG,3,6.110233333,0.329193333,0.540540541,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100,37.0895,0.2805,2157,15381,212.5,-114.1666667,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,27.25477189
97,FST 00018 KaroPRO SG,3,6.110233333,0.329193333,0.540540541,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100,37.0895,0.2805,2157,15381,212.5,-114.1666667,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,31.26092346
98,FST 00018 KaroPRO SG,3,6.110233333,0.329193333,0.540540541,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100,37.0895,0.2805,2157,15381,212.5,-114.1666667,0.0230625,0.0039375,0.0003375,0.0028125,0.0039375,0,0.0185625,0.015525,0.04225,0.222,0.041125,0.649375,0.00675,2,26.12945108
99,Pea fiber 50 M,2.5,4.222,0.468793333,0.652173913,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40,88.572,0.168,1419,25000,506,-303.3333333,0.01125,0.016875,0.0003375,0,0,0,0.028125,0.0003375,0.0485,0.2395,0.039875,0.654375,0.0055,2,38.81566408
100,Pea fiber 50 M,2.5,4.222,0.468793333,0.652173913,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40,88.572,0.168,1419,25000,506,-303.3333333,0.01125,0.016875,0.0003375,0,0,0,0.028125,0.0003375,0.0485,0.2395,0.039875,0.654375,0.0055,2,31.54951537
101,Pea fiber 50 M,2.5,4.222,0.468793333,0.652173913,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40,88.572,0.168,1419,25000,506,-303.3333333,0.01125,0.016875,0.0003375,0,0,0,0.028125,0.0003375,0.0485,0.2395,0.039875,0.654375,0.0055,2,36.28830308
102,Pea fiber 50 M,2.5,4.222,0.468793333,0.652173913,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40,88.572,0.168,1419,25000,506,-303.3333333,0.01125,0.016875,0.0003375,0,0,0,0.028125,0.0003375,0.0485,0.2395,0.039875,0.654375,0.0055,2,27.23038257
103,Pea fiber 50 M,2.5,4.222,0.468793333,0.652173913,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40,88.572,0.168,1419,25000,506,-303.3333333,0.01125,0.016875,0.0003375,0,0,0,0.028125,0.0003375,0.0485,0.2395,0.039875,0.654375,0.0055,2,36.0842879
104,Pea fiber 50 M,2.5,4.222,0.468793333,0.652173913,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40,88.572,0.168,1419,25000,506,-303.3333333,0.01125,0.016875,0.0003375,0,0,0,0.028125,0.0003375,0.0485,0.2395,0.039875,0.654375,0.0055,2,35.12681245
105,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,30.92671226
106,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,32.07079227
107,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,33.29933788
108,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,34.55038549
109,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,37.1141642
110,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,34.57947231
111,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,33.87834921
112,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,32.34221194
113,Nutriose FM06,2.8,0,0.375533333,0.454545455,88.58,5.486666667,17.64666667,18.48666667,72.74333333,0,147.3155,0.1465,1612,4242,42.5,-19.16666667,0,0,0.04815,0,0,0,0,0.04815,0.036375,0.196375,0.04,0.648125,0.002375,2,33.30239118
114,Ceamfibre 7000,4.2,4.032933333,0.2097,0.303030303,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460,262.432,0.0314,3039,25000,354.3333333,-151.5,0.0230625,0.009,0.0003375,0.00084375,0.003375,0,0.0478125,0.00118125,0.039625,0.19575,0.040875,0.651375,0.00175,2,33.99578007
115,Ceamfibre 7000,4.2,4.032933333,0.2097,0.303030303,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460,262.432,0.0314,3039,25000,354.3333333,-151.5,0.0230625,0.009,0.0003375,0.00084375,0.003375,0,0.0478125,0.00118125,0.039625,0.19575,0.040875,0.651375,0.00175,2,32.89552906
116,Ceamfibre 7000,4.2,4.032933333,0.2097,0.303030303,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460,262.432,0.0314,3039,25000,354.3333333,-151.5,0.0230625,0.009,0.0003375,0.00084375,0.003375,0,0.0478125,0.00118125,0.039625,0.19575,0.040875,0.651375,0.00175,2,31.08788272
117,Ceamfibre 7000,4.2,4.032933333,0.2097,0.303030303,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460,262.432,0.0314,3039,25000,354.3333333,-151.5,0.0230625,0.009,0.0003375,0.00084375,0.003375,0,0.0478125,0.00118125,0.039625,0.19575,0.040875,0.651375,0.00175,2,28.47076524
118,Ceamfibre 7000,4.2,4.032933333,0.2097,0.303030303,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460,262.432,0.0314,3039,25000,354.3333333,-151.5,0.0230625,0.009,0.0003375,0.00084375,0.003375,0,0.0478125,0.00118125,0.039625,0.19575,0.040875,0.651375,0.00175,2,30.20328934
119,Ceamfibre 7000,4.2,4.032933333,0.2097,0.303030303,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460,262.432,0.0314,3039,25000,354.3333333,-151.5,0.0230625,0.009,0.0003375,0.00084375,0.003375,0,0.0478125,0.00118125,0.039625,0.19575,0.040875,0.651375,0.00175,2,25.15280732
121,Vitacel WF200,6.3,8.2317,0.119266667,0.23255814,89.27,5.353333333,16.15666667,17.06666667,71.67,220,104.9256667,0.130333333,3027.5,17963,249.1666667,-134.5,0.0410625,0.0135,0.0003375,0,0,0,0.0545625,0.0003375,0.0365,0.195875,0.040125,0.651875,0.0055,2,24.04155092
122,Vitacel WF200,6.3,8.2317,0.119266667,0.23255814,89.27,5.353333333,16.15666667,17.06666667,71.67,220,104.9256667,0.130333333,3027.5,17963,249.1666667,-134.5,0.0410625,0.0135,0.0003375,0,0,0,0.0545625,0.0003375,0.0365,0.195875,0.040125,0.651875,0.0055,2,26.97492714
123,Vitacel WF200,6.3,8.2317,0.119266667,0.23255814,89.27,5.353333333,16.15666667,17.06666667,71.67,220,104.9256667,0.130333333,3027.5,17963,249.1666667,-134.5,0.0410625,0.0135,0.0003375,0,0,0,0.0545625,0.0003375,0.0365,0.195875,0.040125,0.651875,0.0055,2,29.91022853
124,Vitacel WF200,6.3,8.2317,0.119266667,0.23255814,89.27,5.353333333,16.15666667,17.06666667,71.67,220,104.9256667,0.130333333,3027.5,17963,249.1666667,-134.5,0.0410625,0.0135,0.0003375,0,0,0,0.0545625,0.0003375,0.0365,0.195875,0.040125,0.651875,0.0055,2,26.13504461
125,Vitacel WF200,6.3,8.2317,0.119266667,0.23255814,89.27,5.353333333,16.15666667,17.06666667,71.67,220,104.9256667,0.130333333,3027.5,17963,249.1666667,-134.5,0.0410625,0.0135,0.0003375,0,0,0,0.0545625,0.0003375,0.0365,0.195875,0.040125,0.651875,0.0055,2,26.35546288
126,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0,0,0.0003375,0,0,0,0,0.000357616,0.038145695,0.207417219,0.042251656,0.68013245,0.001854305,2,26.11357262
127,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0,0,0.0003375,0,0,0,0,0.000357616,0.038145695,0.207417219,0.042251656,0.68013245,0.001854305,2,20.93369117
128,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0,0,0.0003375,0,0,0,0,0.000357616,0.038145695,0.207417219,0.042251656,0.68013245,0.001854305,2,24.38165466
129,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0,0,0.0003375,0,0,0,0,0.000357616,0.038145695,0.207417219,0.042251656,0.68013245,0.001854305,2,34.92351107
130,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0,0,0.0003375,0,0,0,0,0.000357616,0.038145695,0.207417219,0.042251656,0.68013245,0.001854305,2,25.05221543
131,non-supplemented,0,0,0,0,0,0,0,0,0,0,0,0,1709,7453,91,-60,0,0,0.0003375,0,0,0,0,0.000357616,0.038145695,0.207417219,0.042251656,0.68013245,0.001854305,2,28.85346218
132,milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.048,0.016,0.903,0,3,25.06263158
133,milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.048,0.016,0.903,0,3,29.76315789
134,milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.048,0.016,0.903,0,3,22.29157895
135,water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12.85409211
136,water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11.36398421
137,water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13.1
138,water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12.8
139,water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12.1
140,water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12.7
